hidden_units,train_accuracy,test_accuracy,final_loss
4.0,0.8725000023841858,0.8500000238418579,0.26692113280296326
16.0,0.9599999785423279,0.9300000071525574,0.08687131106853485
64.0,0.9624999761581421,0.9300000071525574,0.07767556607723236
