epoch,loss,weight,bias,weight_grad,bias_grad
1.870000000000000000e+02,5.230556707829236984e-04,1.999999761581420898e+00,9.771294593811035156e-01,-4.248693585395812988e-06,-4.574082419276237488e-02
1.880000000000000000e+02,5.023520207032561302e-04,1.999999761581420898e+00,9.775868654251098633e-01,-4.573725163936614990e-06,-4.482641816139221191e-02
1.890000000000000000e+02,4.824588540941476822e-04,1.999999761581420898e+00,9.780351519584655762e-01,-4.684552550315856934e-06,-4.392989352345466614e-02
1.900000000000000000e+02,4.633456410374492407e-04,1.999999761581420898e+00,9.784744381904602051e-01,-4.503875970840454102e-06,-4.305092990398406982e-02
1.910000000000000000e+02,4.450051928870379925e-04,1.999999761581420898e+00,9.789049625396728516e-01,-4.508066922426223755e-06,-4.219029471278190613e-02
1.920000000000000000e+02,4.273771191947162151e-04,1.999999761581420898e+00,9.793268442153930664e-01,-4.226341843605041504e-06,-4.134620726108551025e-02
1.930000000000000000e+02,4.104585095774382353e-04,1.999999761581420898e+00,9.797403216361999512e-01,-4.680361598730087280e-06,-4.051955044269561768e-02
1.940000000000000000e+02,3.942027688026428223e-04,1.999999761581420898e+00,9.801455140113830566e-01,-4.593748599290847778e-06,-3.970908373594284058e-02
1.950000000000000000e+02,3.785933949984610081e-04,1.999999761581420898e+00,9.805426001548767090e-01,-4.941131919622421265e-06,-3.891495242714881897e-02
1.960000000000000000e+02,3.636027686297893524e-04,1.999999761581420898e+00,9.809317588806152344e-01,-4.939734935760498047e-06,-3.813674300909042358e-02
1.970000000000000000e+02,3.492019022814929485e-04,1.999999761581420898e+00,9.813131093978881836e-01,-4.964880645275115967e-06,-3.737389296293258667e-02
1.980000000000000000e+02,3.353761567268520594e-04,1.999999761581420898e+00,9.816868305206298828e-01,-4.505738615989685059e-06,-3.662655502557754517e-02
1.990000000000000000e+02,3.220923244953155518e-04,1.999999761581420898e+00,9.820531010627746582e-01,-4.854518920183181763e-06,-3.589386492967605591e-02
